序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor
5526,臺北市大同區,重慶里,臺北市大同區承德路3段336號,121.5199,25.0755,明倫高中,重慶里、老師里,70,"水災,震災",徐榮濱,02-25961567#151,是,否,否,302447.0537346122,2774240.971227511,True
5527,新北市五股區,德音里,成泰路一段175號,121.4349,25.0758,憲訓中心,德音里、貿商里、德泰里、水碓里,686,"水災,土石流,海嘯",黃駿逸,02-22916051#113,是,否,否,293872.1051074853,2774243.919767085,True
5528,桃園市大園區,後厝里,12鄰中華路595號,121.211571,25.075842,后厝社區活動中心,后厝里,100,水災,林振成,03-3838250,是,否,否,271342.8790064654,2774194.704382373,True
5529,臺北市大同區,重慶里,大同區敦煌路19號,121.5179,25.0759,重慶國中,重慶里、保安里,0,"水災,震災",邱貿瑞,02-25948631#240,是,否,否,302245.1222073052,2774284.503134558,True
5530,臺北市大同區,蓬萊里,大龍街51號,121.5179,25.0759,臺北市大同運動中心,蓬萊里、斯文里、揚雅里、隆和里、民權里、集英里,300,震災,鄭景中,0225702330-6424,是,否,否,302245.1222073052,2774284.503134558,True
5531,新北市三重區,永盛里,三重區車路頭街133號,121.4846,25.0764,永盛市民活動中心,永盛里、永福里、永清里、永安里、永吉里、永順里、永豐里、福隆里、慈福里、慈生里、慈惠里、慈愛里、福樂里,100,"水災,震災,土石流,海嘯",許明枝,02-29862345493,是,否,否,298885.6067049285,2774327.430020093,True
5532,新北市三重區,永盛里,三重區三和路四段216號,121.4865,25.0766,三和國民中學,永盛里、永福里、永清里、永安里、溪美里、福隆里、慈福里、慈生里、慈惠里、慈愛里、永吉里、永順里、永豐里、福樂里、仁華里　,653,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,299077.19864785485,2774350.271567872,True
5533,新北市林口區,西林里,仁愛路一段378號,121.3885,25.0767,林口區公所,林口里、西林里,120,"水災,土石流,海嘯",劉艾如,02-26033111-216,是,否,是,289191.0023164356,2774329.352945946,True
5534,新北市蘆洲區,得仁里,中山一路415號6樓,121.469,25.0767,得仁市民活動中心,中路里、得勝里、九芎里、得仁里、民和里、永安里、延平里,52,土石流,沈明輝,22811484-119,是,否,是,297311.7674442479,2774355.1090182564,True
5535,新北市林口區,湖南里,民治路25號,121.3769,25.0769,林口國中活動中心,西林里、仁愛里,1736,"水災,震災,土石流,海嘯",陳建全,2601-1014#31,是,否,否,288020.7476998335,2774348.1930653597,True
5536,新北市三重區,永福里,三重區永福街66號,121.4806,25.077,永福國民小學,永盛里、永福里、永清里、永安里、福隆里、慈福里、慈生里、慈愛里、永吉里、永順里、永豐里、福樂里、仁華里　,706,"震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,298481.85124089196,2774392.44875346,True
5537,臺北市內湖區,,內湖區陽光街1號,121.5887,25.077,內湖國中,紫陽里、瑞光里、瑞陽里,233,"水災,震災",林慧靜,27900843#230,是,否,是,309386.961930885,2774435.579573706,True
5538,基隆市七堵區,長安里,長安街31號,121.6928,25.0771,長安里民活動中心,長安里,60,"水災,震災,土石流,海嘯",張聰龍,02-24511858,是,否,是,319888.62512864533,2774496.4349916577,True
5539,臺北市中山區,金泰里,中山區樂群2路266巷99號,121.5617,25.0773,濱江國小,成功里、永安里、北安里、金泰里,114,"水災,震災",卓家意,02-85021571#1400,是,否,否,306663.0563735195,2774457.2196157477,True
5540,新北市林口區,麗林里,公園路59號3樓,121.394,25.0774,麗林市民活動中心,麗林里,236,"水災,震災,土石流,海嘯",黃德源,26033111#608,是,否,是,289745.60951057775,2774408.4940077285,True
5541,臺北市中山區,劍潭里,中山區明水路325號,121.5416,25.0778,北安國中,劍潭里、大直里、永安里、圓山里、成功里,30,"水災,震災",余賢桄,25333888-240,是,否,否,304635.15114330786,2774504.327898547,True
5542,臺北市內湖區,,內湖區文德路218號,121.5865,25.0784,內湖高中,紫陽里、瑞光里、瑞陽里,110,"水災,震災",韓國瑾,27977035#309,是,否,否,309164.35217557615,2774589.688248342,True
5543,臺北市內湖區,港墘里,洲子街12號,121.5865,25.0784,臺北市內湖運動中心,西康里、西安里、西湖里、港華里、港都里、港墘里、港富里,219,震災,林美如,02-25702330#6425,是,否,否,309164.35217557615,2774589.688248342,True
5544,新北市林口區,湖南里,文化北路1段425號,121.365938,25.078446,新北特殊教育學校,南勢里、湖南里,1383,"水災,震災,土石流,海嘯",陳素惠,02-2600-6768#8001,否,否,是,286914.45461170975,2774516.396556339,True
5545,新北市蘆洲區,民和里,民生街129巷14號,121.4728,25.0785,民生市民活動中心,溪墘里、樹德里、得仁里、民和里,20,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,否,否,297694.411971336,2774555.822086016,True
5546,臺北市中山區,永安里,臺北市中山區明水路397巷19弄1號,121.5494,25.0787,永安國小,劍潭里、大直里、成功里、永安里、金泰里、北安里,60,"水災,震災",梁志恒,25335672#230,是,否,是,305421.6044324235,2774607.1928913775,True
5547,新北市汐止區,長安里,長興街一段50號,121.670529,25.079073,長安市民活動中心,長安里、橋東里、保安里、保長里、拱北里、鄉長里、仁德里、崇德里、建成里、城中里、保新里,89,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,否,是,317640.80865856586,2774703.650264678,True
5548,臺北市內湖區,,內湖區內湖路2段41號,121.5802,25.0791,內湖國小,港富里、湖濱里,150,"水災,震災",黎季昊,27998085#311,是,否,是,308528.48025735415,2774664.4821623843,True
5549,新北市汐止區,長安里,長興街一段80號,121.670789,25.079315,長安國小,長安里、橋東里、保安里、保長里、拱北里、鄉長里、烘內里、崇德里、建成里、城中里、保新里,807,"震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,否,317666.90436637716,2774730.5862324517,True
5550,新北市五股區,更寮里,更洲路47號,121.4573,25.0794,更新市民活動中心,興珍里、更寮里、集福里,65,"水災,震災,土石流,海嘯",黃駿逸,02-22916051#113,是,否,是,296130.46708630025,2774650.131389078,True
5551,臺北市中山區,劍潭里,中山區北安路420號,121.5428,25.0794,大直高中,劍潭里、大直里、成功里、永安里、金泰里、北安里,300,"水災,震災",楊雯仙,02-25334017#141,是,否,否,304755.4945754132,2774682.0393595058,True
5552,新北市林口區,東林里,粉寮路一段75巷80號,121.395779,25.07957,醒吾高中,東林里,1243,"水災,震災,土石流",吳昭瑾,26012644#1902,是,是,否,289924.36810164474,2774649.377620204,True
5553,新北市蘆洲區,溪墘里,信義路65號,121.476051,25.079572,溪墘湧蓮市民活動中心,溪墘里、樹德里、得仁里、民和里,50,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,否,是,298021.94815720944,2774675.7136935876,True
5554,新北市林口區,菁湖里,竹林路325號,121.3958,25.0796,竹林山觀音寺活動中心,菁湖里、中湖、東林、湖北,500,"水災,震災,土石流,海嘯",李子昌,26011412#18,是,是,是,289926.4767767377,2774652.706764144,True
5555,臺北市中山區,金泰里,中山區樂群二路262號,121.5607,25.0796,濱江國中,成功里、永安里、北安里、金泰里,86,"水災,震災",黃秀森,02-8502-0126,是,否,否,306561.1197341692,2774711.5635271664,True
5556,臺北市內湖區,港墘里,內湖路1段520號,121.5754,25.0797,內湖高工,港墘里、港都里、麗山里,245,"水災,震災",韓東賢,26574874#121,是,否,否,308043.9801321594,2774728.8722562217,True
5557,臺北市士林區,,士林區通河街16號,121.5229,25.0799,劍潭國小,明勝里、福華里,30,"水災,震災",李孟柔,02-28855491#830,是,否,否,302747.8112151781,2774729.5086290473,True
5558,臺北市內湖區,,內湖區星雲街121號,121.5949,25.08,康寧國小,清白里、紫雲里、紫星里,247,"水災,震災",黃聰欽,27917755,是,否,否,310010.9583548389,2774770.618262951,True
5559,新北市林口區,中湖里,中山路268號,121.3842,25.0803,佳林國中,湖南里、中湖里、菁湖里,747,"水災,震災,土石流,海嘯",馮維寧,26028555#600,是,是,是,288756.09045506176,2774726.865727881,True
5560,新北市蘆洲區,溪墘里,中山一路1號,121.48,25.0803,徐匯中學,恆德里、溪墘里、樹德里,784,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,是,否,298420.0256796982,2774757.759811468,True
5561,臺北市中山區,大直里,中山區大直街2號,121.5464,25.0805,大直國小,劍潭里、大直里、成功里、永安里,104,"水災,震災",林秀勤,02-85098286,是,否,否,305118.16272046167,2774805.3454345907,True
5562,桃園市大園區,內海里,2鄰內海墘19號,121.185356,25.080507,內海貴文宮,內海里、圳頭里,300,水災,陳阿郎,03-3865039,是,是,否,268697.64490866754,2774707.533123969,True
5563,新北市蘆洲區,忠義里,長安街96號4樓,121.4619,25.0807,長安市民活動中心,中路里、永康里、忠義里、九芎里、光明里、長安里、永安里、延平里、成功里、永德里,123,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,否,否,296594.00978260796,2774795.704117777,True
5564,新北市林口區,菁湖里,林口路76號,121.3899,25.0808,林口國小,菁湖里、中湖里,1009,"水災,震災,土石流,海嘯",張憲庭,26011010#831,是,是,是,289330.9226267374,2774783.8945686966,True
5565,基隆市七堵區,實踐里,百一街52-1號,121.7004,25.081,實踐里民活動中心,實踐里,60,"水災,震災,土石流,海嘯",吳麗如,02-24518581,是,否,是,320653.0877432078,2774932.382474593,True
5566,新北市蘆洲區,恆德里,永安北路二段42之6號,121.481944,25.081635,永安兒童公園市民活動中心,恆德里、玉清里、仁義里,87,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,否,是,298615.60249256494,2774906.329635382,True
5567,臺北市內湖區,,內湖區內湖路1段629巷42號,121.5752,25.0817,麗山國中,港華里、港都里、麗山里,82,"水災,震災",徐秀婕,27991867#401,是,否,否,308022.86174532806,2774950.3196091815,True
5568,新北市蘆洲區,中路里,光華路107巷11號,121.4675,25.0821,中路市民活動中心,中路里、光華里、忠義里、九芎里、中華里、光明里、長安里、永安里、延平里,27,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,否,否,297158.3795938753,2774952.717877737,True
5569,新北市林口區,湖南里,民權路101號,121.3729,25.0827,頭湖國小,湖南里、頂福里,819,"水災,震災,土石流,海嘯",謝素君,26080766#830,是,是,否,287615.4614707868,2774989.5081732166,True
5570,基隆市七堵區,堵南里,堵南街20之8號,121.6877,25.0827,堵南里民活動中心,堵南里,40,"水災,震災,土石流,海嘯",余佩儒,02-24511868,是,否,是,319370.97271625756,2775114.1094560586,True
5571,臺北市內湖區,秀湖里,成功路五段31號旁,121.603982,25.082835,大湖公園,全區,4950,震災,陳美雅,26586601#216,否,是,是,310925.72996005835,2775088.7058535037,False
5572,新北市五股區,五股里,工商路3號,121.4393,25.083,立體停車場,興珍里、更寮里、五股里、五福里、德音里,550,"水災,土石流,海嘯",黃駿逸,02-22916051#113,是,否,是,294313.3846462329,2775042.8636021325,False
5573,基隆市七堵區,堵南里,大德路120號,121.6922,25.0832,堵南國小活動中心,堵南里,120,"水災,震災,土石流,海嘯",總務主任葉博仁,02-24511339,是,否,是,319824.63574483467,2775171.811040151,True
5574,新北市五股區,五股里,成泰路二段49巷15號,121.4357,25.0833,五股國民中學,五股里、五福里、貿商里、德泰里、水碓里,230,"水災,海嘯",黃駿逸,02-22916051#113,是,是,否,293950.1312042291,2775074.917588024,True
5575,基隆市暖暖區,暖東里,東勢街54號,121.7481,25.0833,暖東里民活動中心,暖東里,40,"水災,震災,土石流,海嘯",林淑娟,02-24572981,是,否,是,325463.60199016007,2775212.9366698423,True
5576,新北市五股區,五股里,成泰路2段49號,121.4377,25.0834,五股國民小學,五龍里、五股里、五福里、陸一里、民義里、福德里,2532,"水災,土石流,海嘯",黃駿逸,02-22916051#113,是,是,是,294151.842779026,2775086.6459954856,True
5577,基隆市七堵區,堵北里,福一街136號二樓,121.6953,25.0834,堵北里民活動中心,堵北里,86,"水災,震災,土石流,海嘯",李英翠代理里長,915653312,是,否,是,320137.23949408426,2775195.569988823,True
5578,新北市蘆洲區,仁德里,三民路26巷71弄2號B1地下室,121.4786,25.0835,財團法人臺灣省臺北縣基督教徒蘆洲,樓厝里、恆德里、玉清里、仁德里、仁義里,75,"震災,土石流,海嘯",沈明輝,02-22811484-119,是,否,否,298277.5433431567,2775111.7086834954,True
5579,臺北市內湖區,,臺北市內湖區港華街100號,121.5725,25.0836,麗山國小,紫陽里、紫星里、瑞光里、瑞陽里、紫雲里、清白里,193,"水災,震災,土石流",陳弘偉,26574158#511,是,否,是,307749.6039455308,2775159.619738576,True
5580,臺北市士林區,,士林區環河北路3段95號,121.507,25.0837,葫蘆國小,社新里富洲里、社子里、福順里、富光里、葫蘆里、葫東里、社園里,35,"水災,震災",許興國,02-28129586#831,是,否,否,301142.28403368185,2775144.308090013,True
5581,基隆市七堵區,百福里,福五街1號,121.6987,25.0837,百福國中活動中心,百福里,191,"水災,震災,土石流,海嘯",總務主任陳靜婷,02-24511158,是,否,是,320480.04801776045,2775230.5693954946,True
5582,臺北市內湖區,,內湖區環山路1段25號,121.5657,25.0838,西湖國小,西湖里、西安里原為96人，回傳資料為76人？？,76,"水災,震災",葉蓁燕,27971267#151,是,否,否,307063.5625899899,2775178.8845181353,True
5583,新北市蘆洲區,保和里,中正路100號,121.47,25.0841,蘆洲國小,中原里、光華里、保和里、仁復里、得勝里、中華里,2139,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,是,是,297409.7966820262,2775175.1234269342,True
5584,臺北市內湖區,,臺北市內湖區環山路2段100號,121.5779,25.0841,麗山高中,全區,60,"水災,震災",林永發,26570435#400,是,否,是,308294.09139926144,2775217.32150655,True
5585,新北市林口區,湖南里,民權路165號,121.3742,25.0844,湖南市民活動中心,湖南里、湖北里,86,"水災,震災,土石流,海嘯",黃德源,26033111#608,是,是,是,287746.0759278206,2775178.1704023676,True
